id,title,short_title,repository,program,nci_program,cancer_types,primary_sites,subjects,subject_scope,modalities,n_cases,n_samples,access_tier,has_followup,median_followup_months,has_treatment_response,n_verified_reuse,n_citations_to_primary_publication,reuse_gap_index,is_underexplored,is_showcase,review_status,landing_page_url
pdc-proteogenomics-of-gastric-cancer,Proteogenomics of Gastric Cancer,PDC000216,PDC,International Cancer Proteogenome Consortium,International Cancer Proteogenome Consortium,Early Onset Gastric Cancer,Stomach,STOMACH,single,glycoproteome; phosphoproteome; proteome,80,,open,,,False,4,19,-1.906,True,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000216
cbio-hnsc-a5consortium-2025,"Hereditary SDHB-Mutant Pheochromocytomas and Paragangliomas (A5 Consortium, Nature Comm 2025)",hnsc_a5consortium_2025,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Head and Neck Squamous Cell Carcinoma,head_neck,HEAD_NECK,single,targeted_dna,79,94,open,True,72.3,False,,26,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=hnsc_a5consortium_2025
idc-cmb-brca,CMB-BRCA,cmb_brca,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Invasive Carcinoma,Breast,BREAST,single,clinical; radiology,78,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=cmb_brca
cbio-ntrk-msk-2019,"Tumors with TRK fusions (MSK, Clin Cancer Res 2020)",ntrk_msk_2019,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Mixed Cancer Types,other,,pan_cancer,copy_number; structural_variant; targeted_dna; treatment,76,106,open,,,False,,135,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=ntrk_msk_2019
cbio-nsclc-mskcc-2018,"Non-Small Cell Lung Cancer (MSK, Cancer Cell 2018)",nsclc_mskcc_2018,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Non-Small Cell Lung Cancer,lung,LUNG,single,targeted_dna,75,75,open,True,5.4,True,,882,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=nsclc_mskcc_2018
cbio-paad-iatlas-prince-2022,"Metastatic Pancreatic Adenocarcinoma (PRINCE Trial, Nat Med. 2022) - iAtlas Harmonized",paad_iatlas_prince_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Pancreatic Adenocarcinoma,pancreas,PANCREAS,single,rna_seq; targeted_dna,74,93,open,True,9.8,True,,318,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=paad_iatlas_prince_2022
cbio-coadread-genentech,"Colorectal Adenocarcinoma (Genentech, Nature 2012)",coadread_genentech,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Colorectal Adenocarcinoma,bowel,BOWEL,single,targeted_dna,74,74,open,,,False,,814,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=coadread_genentech
cbio-hnsc-broad,"Head and Neck Squamous Cell Carcinoma (Broad, Science 2011)",hnsc_broad,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Head and Neck Squamous Cell Carcinoma,head_neck,HEAD_NECK,single,targeted_dna,74,74,open,,,False,,2003,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=hnsc_broad
cbio-crc-orion-2024,"Colorectal Adenocarcinoma (DFCI/Orion, BioRxiv 2024)",crc_orion_2024,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Bowel,tissue,BOWEL,single,copy_number; structural_variant; targeted_dna,74,74,open,True,64.6,False,,3,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=crc_orion_2024
idc-cmb-crc,CMB-CRC,cmb_crc,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Colorectal Cancer,Colon,BOWEL,single,clinical; radiology,74,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=cmb_crc
cbio-difg-msk-2023,"IDH-mutated Diffuse Glioma (MSK, Clin Cancer Res 2024)",difg_msk_2023,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Diffuse Glioma,brain,BRAIN,single,copy_number; structural_variant; targeted_dna,73,73,open,True,75.3,False,,31,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=difg_msk_2023
idc-cptac-ov,CPTAC-OV,cptac_ov,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Ovarian Cancer,Ovary,OVARY,single,clinical; proteome; radiology; wgs,73,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=cptac_ov
cbio-mixed-selpercatinib-2020,"Mixed Tumors Selpercatinib RET Trial (MSK, Nat Commun. 2022)",mixed_selpercatinib_2020,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Mixed Cancer Types,other,,pan_cancer,copy_number; structural_variant; targeted_dna,72,188,open,,,False,,101,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mixed_selpercatinib_2020
pdc-apollo-ov,APOLLO-OV,PDC000585,PDC,Applied Proteogenomics OrganizationaL Learning and Outcomes (APOLLO),Applied Proteogenomics OrganizationaL Learning and Outcomes (APOLLO),"Epithelial Neoplasms, NOS",Ovary; Retroperitoneum and peritoneum,OVARY,single,proteome,72,,open,True,40.8,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000585
pdc-cptac-hcmi-organoids-phase-1,CPTAC-HCMI-Organoids Phase 1,PDC000713,PDC,CPTAC-Human Cancer Models Initiative,CPTAC-Human Cancer Models Initiative,Glioblastoma; Colon Adenocarcinoma; Pancreatic Ductal Adenocarcinoma; Pancreatic Adenocarcinoma; Rectum Adenocarcinoma,Brain; Colon; Pancreas; Rectum,BRAIN,single,acetylproteome; phosphoproteome; proteome; ubiquitylome,71,,open,True,13.2,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000713
gdc-apollo-ov,APOLLO2: Proteogenomic characterization of ovarian serous cystadenocarcinoma,APOLLO-OV,GDC,APOLLO,APOLLO,"Epithelial Neoplasms, NOS",Ovary; Retroperitoneum and peritoneum,OVARY,single,copy_number; rna_seq; structural_variant; wgs,70,,mixed,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/APOLLO-OV
gdc-organoid-pancreatic,Pancreas Cancer Organoid Profiling,ORGANOID-PANCREATIC,GDC,ORGANOID,ORGANOID,Unknown; Adenomas and Adenocarcinomas,Pancreas,PANCREAS,single,rna_seq; structural_variant; wgs; wxs,70,,mixed,False,,False,6,898,1.046,False,True,project_curated,https://portal.gdc.cancer.gov/projects/ORGANOID-PANCREATIC
gdc-cgci-htmcp-dlbcl,HIV+ Tumor Molecular Characterization Project - Diffuse Large B-Cell Lymphoma,CGCI-HTMCP-DLBCL,GDC,CGCI,CGCI,Mature B-Cell Lymphomas,Hematopoietic and reticuloendothelial systems; Various,LYMPH,single,clinical; copy_number; histopathology; mirna; radiology; rna_seq; structural_variant; wgs,70,,mixed,True,11.3,True,2,0,0.88,False,True,project_curated,https://portal.gdc.cancer.gov/projects/CGCI-HTMCP-DLBCL
idc-spie-aapm-lung-ct-challenge,SPIE-AAPM Lung CT Challenge,spie_aapm_lung_ct_challenge,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Lung Cancer,Lung,LUNG,single,clinical; radiology,70,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=spie_aapm_lung_ct_challenge
pdc-tcga-ovarian-pnnl-phosphoproteome-velos-qexactive,TCGA Ovarian PNNL Phosphoproteome Velos Qexactive,PDC000115,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Ovarian Serous Cystadenocarcinoma,Ovary,OVARY,single,phosphoproteome,70,,open,True,42.0,False,1,,1.178,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000115
pdc-apollo-brca-1-phosphoproteome-tio2,APOLLO-BRCA-1 - Phosphoproteome - TiO2,PDC000759,PDC,Applied Proteogenomics OrganizationaL Learning and Outcomes (APOLLO),Applied Proteogenomics OrganizationaL Learning and Outcomes (APOLLO),Ductal and Lobular Neoplasms,Breast,BREAST,single,phosphoproteome,70,,open,True,93.9,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000759
pdc-apollo-brca-1-phosphoproteome-fenta,APOLLO-BRCA-1 - Phosphoproteome - FeNTA,PDC000758,PDC,Applied Proteogenomics OrganizationaL Learning and Outcomes (APOLLO),Applied Proteogenomics OrganizationaL Learning and Outcomes (APOLLO),Ductal and Lobular Neoplasms,Breast,BREAST,single,phosphoproteome,70,,open,True,93.9,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000758
pdc-apollo-brca-1,APOLLO-BRCA-1,PDC000757,PDC,Applied Proteogenomics OrganizationaL Learning and Outcomes (APOLLO),Applied Proteogenomics OrganizationaL Learning and Outcomes (APOLLO),Ductal and Lobular Neoplasms,Breast,BREAST,single,proteome,70,,open,True,93.9,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000757
cbio-coadread-mskcc,"Colorectal Adenocarcinoma Triplets (MSK, Genome Biol 2014)",coadread_mskcc,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Colorectal Adenocarcinoma,bowel,BOWEL,single,targeted_dna,69,138,open,,,False,,310,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=coadread_mskcc
cbio-all-stjude-2016,"Acute Lymphoblastic Leukemia (St Jude, Nat Genet 2016)",all_stjude_2016,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,B-Lymphoblastic Leukemia/Lymphoma,lnm,LYMPH,single,targeted_dna,69,73,open,,,False,,259,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=all_stjude_2016
cbio-mixed-impact-subset-2022,Pan-Cancer MSK-IMPACT MET Validation Cohort (MSK 2022),mixed_impact_subset_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Mixed Cancer Types,other,,pan_cancer,copy_number; targeted_dna,69,69,open,True,17.9,False,,18,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mixed_impact_subset_2022
cbio-ucs-msk-2024,"Endometrial Carcinoma (MSK, Molecular Oncology 2024)",ucs_msk_2024,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Endometrial Carcinoma,uterus,UTERUS,single,copy_number; structural_variant; targeted_dna,69,69,open,True,40.3,False,,8,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=ucs_msk_2024
gdc-target-rt,Rhabdoid Tumor,TARGET-RT,GDC,TARGET,TARGET,Complex Mixed and Stromal Neoplasms,Liver and intrahepatic bile ducts; Lip; Kidney,HEAD_NECK; KIDNEY; LIVER,several,clinical; methylation; mirna; rna_seq; structural_variant; wgs,69,,mixed,True,8.1,False,270,275,0.424,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TARGET-RT
htan-center-for-pediatric-tumor-cell-atlas,Center for Pediatric Tumor Cell Atlas,HTA4,HTAN,Human Tumor Atlas Network,HTAN,,,,title_derived,bulk_dna; scatac_seq; scrna_seq; spatial_proteomics,69,,mixed,True,,,0,179,-1.446,False,False,machine_only,https://humantumoratlas.org/explore
cbio-brca-mskcc-2019,"Breast Cancer (MSK, NPJ Breast Cancer 2019)",brca_mskcc_2019,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Invasive Breast Carcinoma,breast,BREAST,single,copy_number; targeted_dna,68,70,open,,,True,,36,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=brca_mskcc_2019
gdc-apollo-brca-1,Proteogenomic analysis of tumors from young women with breast cancer,APOLLO-BRCA-1,GDC,APOLLO,APOLLO,Ductal and Lobular Neoplasms,Breast,BREAST,single,rna_seq; structural_variant,68,,mixed,False,,False,0,2,2.127,False,False,machine_only,https://portal.gdc.cancer.gov/projects/APOLLO-BRCA-1
idc-qin-breast,QIN-BREAST,qin_breast,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Cancer,Breast,BREAST,single,clinical; radiology,68,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=qin_breast
gdc-pecgs-copecc,USC PE-CGS: Optimizing Engagement of Hispanic Colorectal Cancer Patients in Cancer Genomic Characterization Studies,PECGS-COPECC,GDC,PECGS,PECGS,Adenomas and Adenocarcinomas,Rectosigmoid junction; Colon; Rectum,BOWEL,single,clinical; rna_seq; structural_variant,67,,mixed,True,19.1,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/PECGS-COPECC
idc-spinal-multiple-myeloma-seg,Spinal-Multiple-Myeloma-SEG,spinal_multiple_myeloma_seg,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Multiple Myeloma,Marrow; TSpine; LSpine; Bone,LYMPH,single,clinical; radiology,67,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=spinal_multiple_myeloma_seg
cbio-skcm-vanderbilt-mskcc-2015,"Metastatic Melanoma (MSK, JCO Precis Oncol 2017)",skcm_vanderbilt_mskcc_2015,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Cutaneous Melanoma,mel,SKIN,single,copy_number; targeted_dna,66,66,open,True,14.6,False,,49,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=skcm_vanderbilt_mskcc_2015
pdc-ptrc-hgsoc-frozen-validation,PTRC HGSOC Frozen Validation,PDC000361,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Ovarian Serous Cystadenocarcinoma,Ovary,OVARY,single,phosphoproteome; proteome,66,,open,,,False,1,1,0.166,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000361
pdc-cptac-kf-ccdi-pediatric-brain-cancer-study-craniopharyngioma-phosphoty,CPTAC-KF-CCDI-Pediatric Brain Cancer Study - Craniopharyngioma Phosphotyrosine,PDC000676,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Pediatric/AYA Brain Tumors,Brain,BRAIN,single,phosphoproteome,66,,open,True,140.2,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000676
pdc-cptac-kf-ccdi-pediatric-brain-cancer-study-craniopharyngioma-phosphopr,CPTAC-KF-CCDI-Pediatric Brain Cancer Study - Craniopharyngioma Phosphoproteome,PDC000673,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Pediatric/AYA Brain Tumors,Brain,BRAIN,single,phosphoproteome,66,,open,True,140.2,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000673
pdc-cptac-kf-ccdi-pediatric-brain-cancer-study-craniopharyngioma-proteome,CPTAC-KF-CCDI-Pediatric Brain Cancer Study - Craniopharyngioma Proteome,PDC000674,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Pediatric/AYA Brain Tumors,Brain,BRAIN,single,proteome,66,,open,True,140.2,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000674
cbio-mel-iatlas-riaz-nivolumab-2017,"Melanoma (MSK, Cell 2017) - iAtlas Harmonized",mel_iatlas_riaz_nivolumab_2017,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Melanoma,skin,SKIN,single,rna_seq; targeted_dna,64,107,open,True,17.1,True,,1930,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mel_iatlas_riaz_nivolumab_2017
cbio-skcm-mskcc-2014,"Melanoma (MSK, NEJM 2014)",skcm_mskcc_2014,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Cutaneous Melanoma,mel,SKIN,single,copy_number; rna_seq; targeted_dna,64,64,open,True,25.2,False,,3437,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=skcm_mskcc_2014
cbio-crc-nigerian-2020,"Disparities in metastatic colorectal cancer between Africans and Americans (MSK, 2020)",crc_nigerian_2020,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Colorectal Adenocarcinoma,bowel,BOWEL,single,copy_number; targeted_dna,64,64,open,,,False,,45,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=crc_nigerian_2020
idc-breast-mri-nact-pilot,Breast-MRI-NACT-Pilot,breast_mri_nact_pilot,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Cancer,Breast,BREAST,single,clinical; radiology,64,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=breast_mri_nact_pilot
idc-prostate-3t,Prostate-3T,prostate_3t,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Prostate Cancer,Prostate,PROSTATE,single,radiology,64,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=prostate_3t
cbio-prad-fhcrc,"Prostate Adenocarcinoma (Fred Hutchinson CRC, Nat Med 2016)",prad_fhcrc,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Prostate Adenocarcinoma,prostate,PROSTATE,single,copy_number; rna_seq; targeted_dna,63,176,open,,,False,,635,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=prad_fhcrc
cbio-sarcoma-ucla-2024,"Sarcoma (UCLA, Cell 2024)",sarcoma_ucla_2024,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Soft Tissue,tissue,SOFT_TISSUE,single,structural_variant; targeted_dna,63,63,open,,,False,,59,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=sarcoma_ucla_2024
gdc-cmi-mpc,Count Me In (CMI): The Metastatic Prostate Cancer (MPC) Project,CMI-MPC,GDC,CMI,CMI,Adenomas and Adenocarcinomas,Prostate gland; Lymph nodes,PROSTATE,single,rna_seq; structural_variant; wxs,63,,mixed,False,,False,2,,0.447,False,False,machine_only,https://portal.gdc.cancer.gov/projects/CMI-MPC
cbio-urcc-mskcc-2016,"Unclassified Renal Cell Carcinoma (MSK, Nature 2016)",urcc_mskcc_2016,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Unclassified Renal Cell Carcinoma,nccrcc,KIDNEY,single,copy_number; targeted_dna,62,62,open,True,11.9,False,,156,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=urcc_mskcc_2016
cbio-chl-sccc-2023,"Classical Hodgkins Lymphoma (SCCC, Blood Cancer Discov 2023)",chl_sccc_2023,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Classical Hodgkin Lymphoma,hl,LYMPH,single,targeted_dna,61,61,open,,,False,,56,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=chl_sccc_2023
idc-lungct-diagnosis,LungCT-Diagnosis,lungct_diagnosis,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Lung Cancer,Lung,LUNG,single,clinical; radiology,61,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=lungct_diagnosis
pdc-cptac-ccrcc-confirmatory-study-training,CPTAC CCRCC Confirmatory Study - Training,PDC000534,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Clear Cell Renal Cell Carcinoma; Non-Clear Cell Renal Cell Carcinoma,Kidney,KIDNEY,single,metabolome,61,,open,True,32.1,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000534
cbio-acyc-mskcc-2013,"Adenoid Cystic Carcinoma (MSK, Nat Genet 2013)",acyc_mskcc_2013,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Adenoid Cystic Carcinoma,saca,HEAD_NECK,single,copy_number; structural_variant; targeted_dna,60,60,open,True,14.2,False,,380,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=acyc_mskcc_2013
gdc-match-i,Genomic Characterization CS-MATCH-0007 Arm I,MATCH-I,GDC,MATCH,MATCH,"Neoplasms, NOS; Osseous and Chondromatous Neoplasms; Adenomas and Adenocarcinomas; Gliomas; Myomatous Neoplasms; Nevi and Melanomas; Epithelial Neoplasms, NOS; Squamous Cell Neoplasms","Esophagus; Skin; Unknown; Tonsil; Nasopharynx; Connective, subcutaneous and other soft tissues; Other and unspecified major salivary glands; Retroperitoneum and peritoneum",,pan_cancer,clinical; rna_seq; structural_variant; wxs,60,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-I
idc-lctsc,LCTSC,lctsc,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Lung Cancer,Lung,LUNG,single,radiology,60,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=lctsc
pdc-ptrc-triple-negative-breast-cancer-mitotic-vulnerability-study,PTRC Triple-negative Breast Cancer Mitotic Vulnerability Study,PDC000580,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Breast Invasive Carcinoma,Breast,BREAST,single,phosphoproteome; proteome,60,,open,,,False,1,2,0.212,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000580
